../large-instances/rp_n100_p0.40_s2.txt,107892,0
../large-instances/rp_n100_p0.40_s1.txt,92062,0
../large-instances/rp_n100_p0.40_s3.txt,72937,0.001
../large-instances/rp_n200_p0.40_s1.txt,739667,0.003
../large-instances/rp_n200_p0.40_s2.txt,811101,0.002
../large-instances/rp_n200_p0.40_s3.txt,842624,0.002
../large-instances/rp_n300_p0.40_s1.txt,1288297,0.006
../large-instances/rp_n300_p0.40_s2.txt,1112091,0.006
../large-instances/rp_n300_p0.40_s3.txt,1112300,0.008
../large-instances/rp_n400_p0.40_s2.txt,1479957,0.018
../large-instances/rp_n400_p0.40_s3.txt,1829501,0.017
../large-instances/rp_n400_p0.40_s1.txt,1553561,0.016
../large-instances/rp_n500_p0.40_s2.txt,1795928,0.025
../large-instances/rp_n500_p0.40_s1.txt,1873564,0.023
../large-instances/rp_n500_p0.40_s3.txt,1815906,0.023
../large-instances/rp_n750_p0.40_s1.txt,2555979,0.057
../large-instances/rp_n750_p0.40_s3.txt,2935200,0.058
../large-instances/rp_n750_p0.40_s2.txt,2869959,0.062
../large-instances/rp_n1000_p0.40_s3.txt,3797393,0.105
../large-instances/rp_n1000_p0.40_s2.txt,3674721,0.105
../large-instances/rp_n1000_p0.40_s1.txt,3913482,0.104
