./../../../../large-instances/rp_n100_p0.60_s2.txt,116107,0.047
./../../../../large-instances/rp_n100_p0.60_s1.txt,112481,0.042
./../../../../large-instances/rp_n100_p0.60_s3.txt,113082,0.041
./../../../../large-instances/rp_n200_p0.60_s1.txt,1021986,0.153
./../../../../large-instances/rp_n200_p0.60_s2.txt,909510,0.176
./../../../../large-instances/rp_n200_p0.60_s3.txt,962328,0.169
./../../../../large-instances/rp_n300_p0.60_s3.txt,1358246,0.336
./../../../../large-instances/rp_n300_p0.60_s1.txt,1561416,0.35
./../../../../large-instances/rp_n300_p0.60_s2.txt,1534677,0.342
./../../../../large-instances/rp_n400_p0.60_s2.txt,1874796,0.784
./../../../../large-instances/rp_n400_p0.60_s1.txt,1948462,0.775
./../../../../large-instances/rp_n400_p0.60_s3.txt,2014180,0.811
./../../../../large-instances/rp_n500_p0.60_s2.txt,2573038,1.407
./../../../../large-instances/rp_n500_p0.60_s1.txt,2739958,1.433
./../../../../large-instances/rp_n500_p0.60_s3.txt,2445403,1.566
./../../../../large-instances/rp_n750_p0.60_s2.txt,3730666,3.987
./../../../../large-instances/rp_n750_p0.60_s3.txt,4005699,3.756
./../../../../large-instances/rp_n750_p0.60_s1.txt,3663375,3.633
./../../../../large-instances/rp_n1000_p0.60_s1.txt,5364746,6.849
./../../../../large-instances/rp_n1000_p0.60_s3.txt,5193886,6.828
./../../../../large-instances/rp_n1000_p0.60_s2.txt,5123138,6.731
